Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,2403147,2403,
煤及煤產品,電力系統,2922668,2923,
煤炭的製造與分銷,能源部門自用,100302,100,
煤炭的製造與分銷,電網損耗,838,1,
煤炭的製造與分銷,工業部門,2302007,2302,
煤炭的製造與分銷,非能源消費,0,0,
原油及石油產品,原油及石油的製造與分銷,13849984,13850,
原油及石油產品,電力系統,2159363,2159,
原油及石油的製造與分銷,能源部門自用,1952694,1953,
原油及石油的製造與分銷,工業部門,3779341,3779,
原油及石油的製造與分銷,運輸部門,3718111,3718,
原油及石油的製造與分銷,農業部門,834483,834,
原油及石油的製造與分銷,服務業部門,859694,860,
原油及石油的製造與分銷,住宅部門,12623,13,
原油及石油的製造與分銷,非能源消費,2693039,2693,
天然氣,天然氣的生產與分銷,716880,717,
天然氣,電力系統,0,0,
天然氣的生產與分銷,能源部門自用,69556,70,
天然氣的生產與分銷,工業部門,215523,216,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,76029,76,
天然氣的生產與分銷,住宅部門,0,0,
生質能及廢棄物,生質能的生產與分銷,0,0,
生質能及廢棄物,電力系統,0,0,
生質能的生產與分銷,工業部門,0,0,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,6407879,6408,
水力,電力系統,380915,381,
地熱,電力系統,3015,3,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,321492,321,
電力系統,電網損耗,275103,275,
電力系統,工業部門,2420332,2420,
電力系統,運輸部門,20600,21,
電力系統,農業部門,87017,87,
電力系統,服務業部門,556633,557,
電力系統,住宅部門,13681,14,
電力系統,轉換效率損失,8178982,8179,
工業部門,礦業及土石採取業(不含煤、油及氣),108190,108,
工業部門,食品飲料及菸草業,487014,487,
工業部門,紡織成衣及服飾業,1087662,1088,
工業部門,皮革及毛皮業,35508,36,
工業部門,木竹及家具業,63044,63,
工業部門,紙漿、紙及紙製品業,610785,611,
工業部門,印刷業,8189,8,
工業部門,化學材料製造業,1193916,1194,
工業部門,基本化學材料製造業,616748,617,
工業部門,(基本化學工業),595765,596,
工業部門,(石油化工原料製造業),0,0,
工業部門,(肥料製造業),20983,21,
工業部門,人造纖維製造業,306588,307,
工業部門,樹脂塑膠及橡膠製造業,194856,195,
工業部門,其他化學材料製造業,75724,76,
工業部門,化學製品製造業,137386,137,
工業部門,橡膠製品製造業,146055,146,
工業部門,塑膠製品製造業,489296,489,
工業部門,非金屬礦物製品製造業,2269407,2269,
工業部門,水泥及水泥製品業,1398773,1399,
工業部門,其他,870635,871,
工業部門,(陶瓷製品製造業),114114,114,
工業部門,(玻璃及玻璃製品製造業),192993,193,
工業部門,金屬基本工業,1241906,1242,
工業部門,鋼鐵基本工業,1202405,1202,
工業部門,非鐵金屬基本工業,39501,40,
工業部門,(鋁業),5320,5,
工業部門,金屬製品製造業,229423,229,
工業部門,機械設備製造業,91836,92,
工業部門,電腦通信及視聽電子產品製造業,179993,180,
工業部門,(電子零組件製造業),0,0,
工業部門,運輸工具製造業,67284,67,
工業部門,精密光學醫療器材及鐘錶製造業,0,0,
工業部門,其他工業製品製造工業,83824,84,
工業部門,用水供應及污染整治業,46696,47,
工業部門,營造業,84789,85,
工業部門,其他,0,0,
運輸部門,國內航空,46547,47,
運輸部門,公路,3437402,3437,
運輸部門,鐵路,61937,62,
運輸部門,管線運輸,0,0,
運輸部門,國內水運,193357,193,
運輸部門,其他,0,0,
農業部門,農牧及林業,26965,27,
農業部門,漁業,894534,895,
服務業部門,批發及零售業,60533,61,
服務業部門,住宿及餐飲業,168045,168,
服務業部門,運輸服務業,81520,82,
服務業部門,倉儲業,13282,13,
服務業部門,通信業,28960,29,
服務業部門,金融保險及不動產業,26304,26,
服務業部門,工商服務業,5536,6,
服務業部門,社會服務及個人服務業,77183,77,
服務業部門,公共行政業,768343,768,
服務業部門,其他,353188,353,
住宅部門,工業、轉變及能源部門,3048811,3049,
住宅部門,(石化原料用),1841937,1842,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
