Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,6188037,6188,
煤及煤產品,電力系統,27215222,27215,
煤炭的製造與分銷,能源部門自用,698198,698,
煤炭的製造與分銷,電網損耗,13996,14,
煤炭的製造與分銷,工業部門,5309043,5309,
煤炭的製造與分銷,非能源消費,166801,167,
原油及石油產品,原油及石油的製造與分銷,38704866,38705,
原油及石油產品,電力系統,2245827,2246,
原油及石油的製造與分銷,能源部門自用,2396620,2397,
原油及石油的製造與分銷,工業部門,4044062,4044,
原油及石油的製造與分銷,運輸部門,10826761,10827,
原油及石油的製造與分銷,農業部門,378315,378,
原油及石油的製造與分銷,服務業部門,1102910,1103,
原油及石油的製造與分銷,住宅部門,6495,6,
原油及石油的製造與分銷,非能源消費,19949702,19950,
天然氣,天然氣的生產與分銷,1617114,1617,
天然氣,電力系統,8153906,8154,
天然氣的生產與分銷,能源部門自用,423422,423,
天然氣的生產與分銷,工業部門,827537,828,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,365630,366,
天然氣的生產與分銷,住宅部門,525,1,
生質能及廢棄物,生質能的生產與分銷,418073,418,
生質能及廢棄物,電力系統,1029664,1030,
生質能的生產與分銷,工業部門,418026,418,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,10833436,10833,
水力,電力系統,606592,607,
地熱,電力系統,0,0,
太陽光電,電力系統,784,1,
風力,電力系統,67651,68,
電力系統,能源部門自用,1636830,1637,
電力系統,電網損耗,809544,810,
電力系統,工業部門,9522925,9523,
電力系統,運輸部門,98868,99,
電力系統,農業部門,222052,222,
電力系統,服務業部門,3797035,3797,
電力系統,住宅部門,95239,95,
電力系統,轉換效率損失,33970587,33971,
    工業部門,        礦業及土石採取業(不含煤、油及氣),80647,81,
工業部門,        食品飲料及菸草業,647758,648,
工業部門,        紡織成衣及服飾業,1214611,1215,
工業部門,        皮革及毛皮業,58281,58,
工業部門,        木竹及家具業,42559,43,
工業部門,        紙漿、紙及紙製品業      ,955661,956,
工業部門,        印刷業,50401,50,
工業部門,        化學材料製造業  ,6957164,6957,
工業部門,            基本化學材料製造業 ,5210333,5210,
工業部門,                (基本化學工業),957849,958,
工業部門,                (石油化工原料製造業),4095847,4096,
工業部門,                (肥料製造業),2668,3,
工業部門,            人造纖維製造業,1042755,1043,
工業部門,            樹脂塑膠及橡膠製造業,410747,411,
工業部門,            其他化學材料製造業,293329,293,
工業部門,        化學製品製造業,419500,420,
工業部門,        橡膠製品製造業,148624,149,
工業部門,        塑膠製品製造業,475403,475,
工業部門,        非金屬礦物製品製造業,2263843,2264,
工業部門,            水泥及水泥製品業,1428730,1429,
工業部門,            其他,835113,835,
工業部門,                (陶瓷製品製造業),78894,79,
工業部門,                (玻璃及玻璃製品製造業) ,200050,200,
工業部門,        金屬基本工業,3151716,3152,
工業部門,            鋼鐵基本工業,2982563,2983,
工業部門,            非鐵金屬基本工業,169153,169,
工業部門,                (鋁業),66097,66,
工業部門,        金屬製品製造業,546671,547,
工業部門,        機械設備製造業,145597,146,
工業部門,        電腦通信及視聽電子產品製造業,3095963,3096,
工業部門,            (電子零組件製造業),1890506,1891,
工業部門,        運輸工具製造業,218051,218,
工業部門,        精密光學醫療器材及鐘錶製造業,73648,74,
工業部門,        其他工業製品製造工業,235604,236,
工業部門,        用水供應及污染整治業,447779,448,
工業部門,        營造業,115983,116,
工業部門,        其他,42597,43,
運輸部門,        國內航空,76290,76,
運輸部門,        公路,10978653,10979,
運輸部門,        鐵路,119266,119,
運輸部門,        管線運輸,3566,4,
運輸部門,        國內水運 ,247855,248,
運輸部門,        其他,0,0,
農業部門,        農牧及林業,202699,203,
農業部門,        漁業,397668,398,
服務業部門,        批發及零售業,490271,490,
服務業部門,        住宿及餐飲業,1070440,1070,
服務業部門,        運輸服務業,110116,110,
服務業部門,        倉儲業,69184,69,
服務業部門,        通信業,132468,132,
服務業部門,        金融保險及不動產業,102259,102,
服務業部門,        工商服務業,94112,94,
服務業部門,        社會服務及個人服務業,742812,743,
服務業部門,        公共行政業,882553,883,
服務業部門,        其他 ,1574416,1574,
住宅部門,   工業、轉變及能源部門,20116502,20117,
住宅部門,   (石化原料用),17549099,17549,
住宅部門,   運輸部門,0,0,
住宅部門,   其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
