Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,7171371,7171,
煤及煤產品,電力系統,28910009,28910,
煤炭的製造與分銷,能源部門自用,828691,829,
煤炭的製造與分銷,電網損耗,16574,17,
煤炭的製造與分銷,工業部門,5969161,5969,
煤炭的製造與分銷,非能源消費,356946,357,
原油及石油產品,原油及石油的製造與分銷,41252166,41252,
原油及石油產品,電力系統,3882157,3882,
原油及石油的製造與分銷,能源部門自用,2884006,2884,
原油及石油的製造與分銷,工業部門,5338041,5338,
原油及石油的製造與分銷,運輸部門,11925843,11926,
原油及石油的製造與分銷,農業部門,350711,351,
原油及石油的製造與分銷,服務業部門,1126388,1126,
原油及石油的製造與分銷,住宅部門,6364,6,
原油及石油的製造與分銷,非能源消費,19620812,19621,
天然氣,天然氣的生產與分銷,1576183,1576,
天然氣,電力系統,7747254,7747,
天然氣的生產與分銷,能源部門自用,381404,381,
天然氣的生產與分銷,工業部門,875859,876,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,318387,318,
天然氣的生產與分銷,住宅部門,532,1,
生質能及廢棄物,生質能的生產與分銷,445552,446,
生質能及廢棄物,電力系統,1073852,1074,
生質能的生產與分銷,工業部門,444627,445,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,10564505,10565,
水力,電力系統,718122,718,
地熱,電力系統,0,0,
太陽光電,電力系統,187,0,
風力,電力系統,37800,38,
電力系統,能源部門自用,1785995,1786,
電力系統,電網損耗,824753,825,
電力系統,工業部門,10355998,10356,
電力系統,運輸部門,75103,75,
電力系統,農業部門,225282,225,
電力系統,服務業部門,3928543,3929,
電力系統,住宅部門,98758,99,
電力系統,轉換效率損失,35639453,35639,
工業部門,礦業及土石採取業(不含煤、油及氣),70416,70,
工業部門,食品飲料及菸草業,670135,670,
工業部門,紡織成衣及服飾業,1523941,1524,
工業部門,皮革及毛皮業,52558,53,
工業部門,木竹及家具業,47959,48,
工業部門,紙漿、紙及紙製品業,1137051,1137,
工業部門,印刷業,54958,55,
工業部門,化學材料製造業,8008953,8009,
工業部門,基本化學材料製造業,5817606,5818,
工業部門,(基本化學工業),1067776,1068,
工業部門,(石油化工原料製造業),4590271,4590,
工業部門,(肥料製造業),7612,8,
工業部門,人造纖維製造業,1263885,1264,
工業部門,樹脂塑膠及橡膠製造業,529285,529,
工業部門,其他化學材料製造業,398177,398,
工業部門,化學製品製造業,463552,464,
工業部門,橡膠製品製造業,151990,152,
工業部門,塑膠製品製造業,492020,492,
工業部門,非金屬礦物製品製造業,2700044,2700,
工業部門,水泥及水泥製品業,1773242,1773,
工業部門,其他,926802,927,
工業部門,(陶瓷製品製造業),117925,118,
工業部門,(玻璃及玻璃製品製造業),232891,233,
工業部門,金屬基本工業,3786036,3786,
工業部門,鋼鐵基本工業,3568379,3568,
工業部門,非鐵金屬基本工業,217657,218,
工業部門,(鋁業),94719,95,
工業部門,金屬製品製造業,650627,651,
工業部門,機械設備製造業,175046,175,
工業部門,電腦通信及視聽電子產品製造業,3109825,3110,
工業部門,(電子零組件製造業),1883250,1883,
工業部門,運輸工具製造業,249045,249,
工業部門,精密光學醫療器材及鐘錶製造業,91608,92,
工業部門,其他工業製品製造工業,251697,252,
工業部門,用水供應及污染整治業,457008,457,
工業部門,營造業,120317,120,
工業部門,其他,28685,29,
運輸部門,國內航空,130446,130,
運輸部門,公路,11464777,11465,
運輸部門,鐵路,100819,101,
運輸部門,管線運輸,3665,4,
運輸部門,國內水運,301239,301,
運輸部門,其他,0,0,
農業部門,農牧及林業,141435,141,
農業部門,漁業,434558,435,
服務業部門,批發及零售業,541996,542,
服務業部門,住宿及餐飲業,1042488,1042,
服務業部門,運輸服務業,105646,106,
服務業部門,倉儲業,72383,72,
服務業部門,通信業,135516,136,
服務業部門,金融保險及不動產業,105654,106,
服務業部門,工商服務業,88600,89,
服務業部門,社會服務及個人服務業,747564,748,
服務業部門,公共行政業,889282,889,
服務業部門,其他,1647037,1647,
住宅部門,工業、轉變及能源部門,19977757,19978,
住宅部門,(石化原料用),16147793,16148,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
