Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,2432410,2432,
煤及煤產品,電力系統,1872906,1873,
煤炭的製造與分銷,能源部門自用,144534,145,
煤炭的製造與分銷,電網損耗,904,1,
煤炭的製造與分銷,工業部門,2286972,2287,
煤炭的製造與分銷,非能源消費,0,0,
原油及石油產品,原油及石油的製造與分銷,13573823,13574,
原油及石油產品,電力系統,3363608,3364,
原油及石油的製造與分銷,能源部門自用,1771734,1772,
原油及石油的製造與分銷,工業部門,3740487,3740,
原油及石油的製造與分銷,運輸部門,3359378,3359,
原油及石油的製造與分銷,農業部門,787776,788,
原油及石油的製造與分銷,服務業部門,909987,910,
原油及石油的製造與分銷,住宅部門,12302,12,
原油及石油的製造與分銷,非能源消費,2992160,2992,
天然氣,天然氣的生產與分銷,769795,770,
天然氣,電力系統,0,0,
天然氣的生產與分銷,能源部門自用,69871,70,
天然氣的生產與分銷,工業部門,222595,223,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,79216,79,
天然氣的生產與分銷,住宅部門,0,0,
生質能及廢棄物,生質能的生產與分銷,0,0,
生質能及廢棄物,電力系統,0,0,
生質能的生產與分銷,工業部門,0,0,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,4926304,4926,
水力,電力系統,428947,429,
地熱,電力系統,3909,4,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,272287,272,
電力系統,電網損耗,266602,267,
電力系統,工業部門,2229919,2230,
電力系統,運輸部門,20597,21,
電力系統,農業部門,70553,71,
電力系統,服務業部門,520220,520,
電力系統,住宅部門,12729,13,
電力系統,轉換效率損失,7202766,7203,
工業部門,礦業及土石採取業(不含煤、油及氣),105355,105,
工業部門,食品飲料及菸草業,478628,479,
工業部門,紡織成衣及服飾業,1059955,1060,
工業部門,皮革及毛皮業,31716,32,
工業部門,木竹及家具業,63601,64,
工業部門,紙漿、紙及紙製品業,557405,557,
工業部門,印刷業,7091,7,
工業部門,化學材料製造業,1099050,1099,
工業部門,基本化學材料製造業,588863,589,
工業部門,(基本化學工業),565194,565,
工業部門,(石油化工原料製造業),0,0,
工業部門,(肥料製造業),23669,24,
工業部門,人造纖維製造業,265585,266,
工業部門,樹脂塑膠及橡膠製造業,164304,164,
工業部門,其他化學材料製造業,80298,80,
工業部門,化學製品製造業,113264,113,
工業部門,橡膠製品製造業,141903,142,
工業部門,塑膠製品製造業,463850,464,
工業部門,非金屬礦物製品製造業,2323751,2324,
工業部門,水泥及水泥製品業,1449231,1449,
工業部門,其他,874521,875,
工業部門,(陶瓷製品製造業),87480,87,
工業部門,(玻璃及玻璃製品製造業),192594,193,
工業部門,金屬基本工業,1307554,1308,
工業部門,鋼鐵基本工業,1253926,1254,
工業部門,非鐵金屬基本工業,53628,54,
工業部門,(鋁業),5834,6,
工業部門,金屬製品製造業,208683,209,
工業部門,機械設備製造業,92009,92,
工業部門,電腦通信及視聽電子產品製造業,152122,152,
工業部門,(電子零組件製造業),0,0,
工業部門,運輸工具製造業,66051,66,
工業部門,精密光學醫療器材及鐘錶製造業,0,0,
工業部門,其他工業製品製造工業,68677,69,
工業部門,用水供應及污染整治業,43575,44,
工業部門,營造業,95736,96,
工業部門,其他,0,0,
運輸部門,國內航空,45292,45,
運輸部門,公路,3195288,3195,
運輸部門,鐵路,62569,63,
運輸部門,管線運輸,0,0,
運輸部門,國內水運,77098,77,
運輸部門,其他,0,0,
農業部門,農牧及林業,25171,25,
農業部門,漁業,833414,833,
服務業部門,批發及零售業,56256,56,
服務業部門,住宿及餐飲業,161725,162,
服務業部門,運輸服務業,77525,78,
服務業部門,倉儲業,12852,13,
服務業部門,通信業,29138,29,
服務業部門,金融保險及不動產業,25031,25,
服務業部門,工商服務業,5153,5,
服務業部門,社會服務及個人服務業,71897,72,
服務業部門,公共行政業,824488,824,
服務業部門,其他,338304,338,
住宅部門,工業、轉變及能源部門,3390273,3390,
住宅部門,(石化原料用),2219685,2220,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
