Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,6483983,6484,
煤及煤產品,電力系統,27876066,27876,
煤炭的製造與分銷,能源部門自用,1129225,1129,
煤炭的製造與分銷,電網損耗,81976,82,
煤炭的製造與分銷,工業部門,5078782,5079,
煤炭的製造與分銷,非能源消費,194000,194,
原油及石油產品,原油及石油的製造與分銷,38293261,38293,
原油及石油產品,電力系統,1170161,1170,
原油及石油的製造與分銷,能源部門自用,2573537,2574,
原油及石油的製造與分銷,工業部門,1178994,1179,
原油及石油的製造與分銷,運輸部門,12025427,12025,
原油及石油的製造與分銷,農業部門,425043,425,
原油及石油的製造與分銷,服務業部門,951579,952,
原油及石油的製造與分銷,住宅部門,960160,960,
原油及石油的製造與分銷,非能源消費,20178520,20179,
天然氣,天然氣的生產與分銷,4622203,4622,
天然氣,電力系統,16937575,16938,
天然氣的生產與分銷,能源部門自用,481862,482,
天然氣的生產與分銷,工業部門,2994538,2995,
天然氣的生產與分銷,農業部門,3593,4,
天然氣的生產與分銷,服務業部門,404793,405,
天然氣的生產與分銷,住宅部門,737418,737,
生質能及廢棄物,生質能的生產與分銷,387389,387,
生質能及廢棄物,電力系統,1124748,1125,
生質能的生產與分銷,工業部門,387363,387,
生質能的生產與分銷,運輸部門,26,0,
核能,電力系統,8193328,8193,
水力,電力系統,531314,531,
地熱,電力系統,1644,2,
太陽光電,電力系統,522422,522,
風力,電力系統,198563,199,
電力系統,能源部門自用,1660318,1660,
電力系統,電網損耗,815453,815,
電力系統,工業部門,12975323,12975,
電力系統,運輸部門,135929,136,
電力系統,農業部門,281601,282,
電力系統,服務業部門,3966151,3966,
電力系統,住宅部門,4306953,4307,
電力系統,轉換效率損失,32414094,32414,
工業部門,砂、石採取及其他礦業(不含煤、油、氣),28910,29,
工業部門,食品飲料及菸草製造業,763841,764,
工業部門,紡織成衣及服飾品製造業,888671,889,
工業部門,皮革、毛皮及其製品製造業,25654,26,
工業部門,木竹製品及家具製造業,40260,40,
工業部門,紙漿、紙及紙製品製造業,1018591,1019,
工業部門,印刷及資料儲存媒體複製業,55005,55,
工業部門,化學材料及肥料製造業,7009007,7009,
工業部門,化學原材料製造業,5491815,5492,
工業部門,(基本化學工業),1008554,1009,
工業部門,(石油化工原料製造業),4483261,4483,
工業部門,肥料及氮化合物製造業,19327,19,
工業部門,人造纖維製造業,756825,757,
工業部門,塑膠及合成橡膠原料製造業,595790,596,
工業部門,其他化學材料及肥料製造業,145251,145,
工業部門,化學製品及醫藥用品製造業,278895,279,
工業部門,橡膠製品製造業,172369,172,
工業部門,塑膠製品製造業,751022,751,
工業部門,非金屬礦物製品製造業,1887726,1888,
工業部門,水泥及其製品製造業,1136938,1137,
工業部門,其他,750787,751,
工業部門,(耐火、黏土建材及其他陶瓷製品製造業),174735,175,
工業部門,(玻璃及其製品製造業),447460,447,
工業部門,基本金屬製造業,3980745,3981,
工業部門,鋼鐵製造業,3656722,3657,
工業部門,非鐵金屬製造業,324023,324,
工業部門,(鋁製造業),165603,166,
工業部門,金屬製品製造業,779007,779,
工業部門,機械設備製造及維修業,251953,252,
工業部門,電子產品及電力設備製造業,5169394,5169,
工業部門,(電子零組件製造業),4672327,4672,
工業部門,運輸工具及其零件製造業,288898,289,
工業部門,精密光學醫學設備及鐘錶製造業,88780,89,
工業部門,其他製造業,277568,278,
工業部門,用水供應及污染整治業,492098,492,
住宅部門,營建工程業,98563,99,
工業部門,其他,2607,3,
運輸部門,國內航空,68248,68,
運輸部門,公路,11890210,11890,
運輸部門,鐵路,142120,142,
運輸部門,管線運輸,2657,3,
運輸部門,國內水運,58146,58,
運輸部門,其他,0,0,
農業部門,農牧及林業,267880,268,
農業部門,漁業,442357,442,
服務業部門,批發及零售業,1179937,1180,
服務業部門,運輸及倉儲業,313454,313,
服務業部門,運輸服務業,204291,204,
服務業部門,倉儲業,95495,95,
服務業部門,郵政及遞送服務業,13668,14,
服務業部門,住宿及餐飲業,1117041,1117,
服務業部門,出版影音及資通訊業,307286,307,
服務業部門,(電信業),204115,204,
服務業部門,金融及保險業,136838,137,
服務業部門,不動產業,67999,68,
服務業部門,專業、科學及技術服務業,97183,97,
服務業部門,支援服務業,67094,67,
服務業部門,公共行政及國防,793448,793,
服務業部門,教育業,304260,304,
服務業部門,醫療保健及社會工作服務業,328354,328,
服務業部門,藝術、娛樂及休閒服務業,142266,142,
服務業部門,其他,471146,471,
住宅部門,非能源消費,20372520,20373,
住宅部門,工業、轉變及能源部門,20372520,20373,
住宅部門,住宅部門,6095701,6096,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
