Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,6691651,6692,
煤及煤產品,電力系統,28204707,28205,
煤炭的製造與分銷,能源部門自用,1180501,1181,
煤炭的製造與分銷,電網損耗,66927,67,
煤炭的製造與分銷,工業部門,5168059,5168,
煤炭的製造與分銷,非能源消費,276164,276,
原油及石油產品,原油及石油的製造與分銷,38643496,38643,
原油及石油產品,電力系統,1499398,1499,
原油及石油的製造與分銷,能源部門自用,3006214,3006,
原油及石油的製造與分銷,工業部門,1395433,1395,
原油及石油的製造與分銷,運輸部門,11931575,11932,
原油及石油的製造與分銷,農業部門,485775,486,
原油及石油的製造與分銷,服務業部門,887322,887,
原油及石油的製造與分銷,住宅部門,946368,946,
原油及石油的製造與分銷,非能源消費,19990809,19991,
天然氣,天然氣的生產與分銷,4343777,4344,
天然氣,電力系統,15441601,15442,
天然氣的生產與分銷,能源部門自用,355722,356,
天然氣的生產與分銷,工業部門,2871275,2871,
天然氣的生產與分銷,農業部門,3712,4,
天然氣的生產與分銷,服務業部門,416283,416,
天然氣的生產與分銷,住宅部門,696785,697,
生質能及廢棄物,生質能的生產與分銷,387321,387,
生質能及廢棄物,電力系統,1141994,1142,
生質能的生產與分銷,工業部門,387289,387,
生質能的生產與分銷,運輸部門,28,0,
核能,電力系統,8423486,8423,
水力,電力系統,752749,753,
地熱,電力系統,651,1,
太陽光電,電力系統,345465,345,
風力,電力系統,162732,163,
電力系統,能源部門自用,1683657,1684,
電力系統,電網損耗,772626,773,
電力系統,工業部門,12703827,12704,
電力系統,運輸部門,135865,136,
電力系統,農業部門,261939,262,
電力系統,服務業部門,4014633,4015,
電力系統,住宅部門,4052240,4052,
電力系統,轉換效率損失,32347997,32348,
工業部門,砂、石採取及其他礦業(不含煤、油、氣),24475,24,
工業部門,食品飲料及菸草製造業,741091,741,
工業部門,紡織成衣及服飾品製造業,1070264,1070,
工業部門,皮革、毛皮及其製品製造業,26973,27,
工業部門,木竹製品及家具製造業,39174,39,
工業部門,紙漿、紙及紙製品製造業,990542,991,
工業部門,印刷及資料儲存媒體複製業,55249,55,
工業部門,化學材料及肥料製造業,7121742,7122,
工業部門,化學原材料製造業,5577610,5578,
工業部門,(基本化學工業),1028333,1028,
工業部門,(石油化工原料製造業),4549277,4549,
工業部門,肥料及氮化合物製造業,17514,18,
工業部門,人造纖維製造業,801177,801,
工業部門,塑膠及合成橡膠原料製造業,596963,597,
工業部門,其他化學材料及肥料製造業,128478,128,
工業部門,化學製品及醫藥用品製造業,275194,275,
工業部門,橡膠製品製造業,169096,169,
工業部門,塑膠製品製造業,738929,739,
工業部門,非金屬礦物製品製造業,1916196,1916,
工業部門,水泥及其製品製造業,1132355,1132,
工業部門,其他,783841,784,
工業部門,(耐火、黏土建材及其他陶瓷製品製造業),172977,173,
工業部門,(玻璃及其製品製造業),472467,472,
工業部門,基本金屬製造業,3995660,3996,
工業部門,鋼鐵製造業,3675615,3676,
工業部門,非鐵金屬製造業,320045,320,
工業部門,(鋁製造業),164917,165,
工業部門,金屬製品製造業,778482,778,
工業部門,機械設備製造及維修業,249762,250,
工業部門,電子產品及電力設備製造業,4826348,4826,
工業部門,(電子零組件製造業),4321505,4322,
工業部門,運輸工具及其零件製造業,305464,305,
工業部門,精密光學醫學設備及鐘錶製造業,80409,80,
工業部門,其他製造業,269315,269,
工業部門,用水供應及污染整治業,474197,474,
住宅部門,營建工程業,92566,93,
工業部門,其他,2763,3,
運輸部門,國內航空,92176,92,
運輸部門,公路,11774732,11775,
運輸部門,鐵路,143280,143,
運輸部門,管線運輸,3191,3,
運輸部門,國內水運,54089,54,
運輸部門,其他,0,0,
農業部門,農牧及林業,248490,248,
農業部門,漁業,502935,503,
服務業部門,批發及零售業,1220774,1221,
服務業部門,運輸及倉儲業,304849,305,
服務業部門,運輸服務業,214313,214,
服務業部門,倉儲業,78424,78,
服務業部門,郵政及遞送服務業,12113,12,
服務業部門,住宿及餐飲業,1119701,1120,
服務業部門,出版影音及資通訊業,301683,302,
服務業部門,(電信業),201440,201,
服務業部門,金融及保險業,155373,155,
服務業部門,不動產業,109909,110,
服務業部門,專業、科學及技術服務業,120821,121,
服務業部門,支援服務業,67536,68,
服務業部門,公共行政及國防,737333,737,
服務業部門,教育業,313085,313,
服務業部門,醫療保健及社會工作服務業,322841,323,
服務業部門,藝術、娛樂及休閒服務業,135818,136,
服務業部門,其他,412293,412,
住宅部門,非能源消費,20266973,20267,
住宅部門,工業、轉變及能源部門,20266973,20267,
住宅部門,(石化原料用),5783617,5784,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,

,,,,
