Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,6840206,6840,
煤及煤產品,電力系統,24994152,24994,
煤炭的製造與分銷,能源部門自用,847175,847,
煤炭的製造與分銷,電網損耗,42533,43,
煤炭的製造與分銷,工業部門,5700587,5701,
煤炭的製造與分銷,非能源消費,249911,250,
原油及石油產品,原油及石油的製造與分銷,38190255,38190,
原油及石油產品,電力系統,3931002,3931,
原油及石油的製造與分銷,能源部門自用,2585800,2586,
原油及石油的製造與分銷,工業部門,5756213,5756,
原油及石油的製造與分銷,運輸部門,12078042,12078,
原油及石油的製造與分銷,農業部門,958338,958,
原油及石油的製造與分銷,服務業部門,1140382,1140,
原油及石油的製造與分銷,住宅部門,6766,7,
原油及石油的製造與分銷,非能源消費,15664714,15665,
天然氣,天然氣的生產與分銷,1524683,1525,
天然氣,電力系統,6246999,6247,
天然氣的生產與分銷,能源部門自用,440829,441,
天然氣的生產與分銷,工業部門,824531,825,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,259214,259,
天然氣的生產與分銷,住宅部門,109,0,
生質能及廢棄物,生質能的生產與分銷,416014,416,
生質能及廢棄物,電力系統,1023495,1023,
生質能的生產與分銷,工業部門,416014,416,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,10291111,10291,
水力,電力系統,563778,564,
地熱,電力系統,0,0,
太陽光電,電力系統,50,0,
風力,電力系統,2172,2,
電力系統,能源部門自用,1628666,1629,
電力系統,電網損耗,768592,769,
電力系統,工業部門,9162850,9163,
電力系統,運輸部門,44595,45,
電力系統,農業部門,215923,216,
電力系統,服務業部門,3593864,3594,
電力系統,住宅部門,92970,93,
電力系統,轉換效率損失,31545300,31545,
工業部門,礦業及土石採取業(不含煤、油及氣),70088,70,
工業部門,食品飲料及菸草業,692210,692,
工業部門,紡織成衣及服飾業,1851372,1851,
工業部門,皮革及毛皮業,65919,66,
工業部門,木竹及家具業,47482,47,
工業部門,紙漿、紙及紙製品業,1139008,1139,
工業部門,印刷業,51680,52,
工業部門,化學材料製造業,6832003,6832,
工業部門,基本化學材料製造業,4499236,4499,
工業部門,(基本化學工業),795357,795,
工業部門,(石油化工原料製造業),3556795,3557,
工業部門,(肥料製造業),8028,8,
工業部門,人造纖維製造業,1251651,1252,
工業部門,樹脂塑膠及橡膠製造業,658111,658,
工業部門,其他化學材料製造業,423006,423,
工業部門,化學製品製造業,492518,493,
工業部門,橡膠製品製造業,119977,120,
工業部門,塑膠製品製造業,447913,448,
工業部門,非金屬礦物製品製造業,2821896,2822,
工業部門,水泥及水泥製品業,1888792,1889,
工業部門,其他,933104,933,
工業部門,(陶瓷製品製造業),110219,110,
工業部門,(玻璃及玻璃製品製造業),169289,169,
工業部門,金屬基本工業,3770763,3771,
工業部門,鋼鐵基本工業,3535522,3536,
工業部門,非鐵金屬基本工業,235242,235,
工業部門,(鋁業),117955,118,
工業部門,金屬製品製造業,635272,635,
工業部門,機械設備製造業,155348,155,
工業部門,電腦通信及視聽電子產品製造業,2289152,2289,
工業部門,(電子零組件製造業),1286858,1287,
工業部門,運輸工具製造業,239731,240,
工業部門,精密光學醫療器材及鐘錶製造業,40493,40,
工業部門,其他工業製品製造工業,251512,252,
工業部門,用水供應及污染整治業,428146,428,
工業部門,營造業,133242,133,
工業部門,其他,32339,32,
運輸部門,國內航空,215720,216,
運輸部門,公路,11492846,11493,
運輸部門,鐵路,75339,75,
運輸部門,管線運輸,0,0,
運輸部門,國內水運,338733,339,
運輸部門,其他,0,0,
農業部門,農牧及林業,126128,126,
農業部門,漁業,1048134,1048,
服務業部門,批發及零售業,510479,510,
服務業部門,住宿及餐飲業,900075,900,
服務業部門,運輸服務業,87070,87,
服務業部門,倉儲業,64475,64,
服務業部門,通信業,126502,127,
服務業部門,金融保險及不動產業,99844,100,
服務業部門,工商服務業,72880,73,
服務業部門,社會服務及個人服務業,680329,680,
服務業部門,公共行政業,832213,832,
服務業部門,其他,1622094,1622,
住宅部門,工業、轉變及能源部門,15914625,15915,
住宅部門,(石化原料用),12545502,12546,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
