Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,8071869,8072,
煤及煤產品,電力系統,27851440,27851,
煤炭的製造與分銷,能源部門自用,1156996,1157,
煤炭的製造與分銷,電網損耗,116579,117,
煤炭的製造與分銷,工業部門,6563539,6564,
煤炭的製造與分銷,非能源消費,234754,235,
原油及石油產品,原油及石油的製造與分銷,40053890,40054,
原油及石油產品,電力系統,1892508,1893,
原油及石油的製造與分銷,能源部門自用,2953712,2954,
原油及石油的製造與分銷,工業部門,2498697,2499,
原油及石油的製造與分銷,運輸部門,11711110,11711,
原油及石油的製造與分銷,農業部門,432911,433,
原油及石油的製造與分銷,服務業部門,961184,961,
原油及石油的製造與分銷,住宅部門,4509,5,
原油及石油的製造與分銷,非能源消費,21491767,21492,
天然氣,天然氣的生產與分銷,2652524,2653,
天然氣,電力系統,12810396,12810,
天然氣的生產與分銷,能源部門自用,297365,297,
天然氣的生產與分銷,工業部門,1944930,1945,
天然氣的生產與分銷,農業部門,2790,3,
天然氣的生產與分銷,服務業部門,407146,407,
天然氣的生產與分銷,住宅部門,292,0,
生質能及廢棄物,生質能的生產與分銷,440698,441,
生質能及廢棄物,電力系統,1080299,1080,
生質能的生產與分銷,工業部門,438252,438,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,11046567,11047,
水力,電力系統,639757,640,
地熱,電力系統,0,0,
太陽光電,電力系統,45474,45,
風力,電力系統,129042,129,
電力系統,能源部門自用,1620323,1620,
電力系統,電網損耗,770543,771,
電力系統,工業部門,11731648,11732,
電力系統,運輸部門,118096,118,
電力系統,農業部門,243632,244,
電力系統,服務業部門,3995373,3995,
電力系統,住宅部門,88416,88,
電力系統,轉換效率損失,36927451,36927,
工業部門,礦業及土石採取業(不含煤、油及氣),74593,75,
工業部門,食品飲料及菸草業,687481,687,
工業部門,紡織成衣及服飾業,1320299,1320,
工業部門,皮革及毛皮業,41621,42,
工業部門,木竹及家具業,42066,42,
工業部門,紙漿、紙及紙製品業,1092066,1092,
工業部門,印刷業,55749,56,
工業部門,化學材料製造業,6866014,6866,
工業部門,基本化學材料製造業,5087542,5088,
工業部門,(基本化學工業),686205,686,
工業部門,(石油化工原料製造業),4262115,4262,
工業部門,(肥料製造業),371,0,
工業部門,人造纖維製造業,1123240,1123,
工業部門,樹脂塑膠及橡膠製造業,442674,443,
工業部門,其他化學材料製造業,212557,213,
工業部門,化學製品製造業,409569,410,
工業部門,橡膠製品製造業,200835,201,
工業部門,塑膠製品製造業,614753,615,
工業部門,非金屬礦物製品製造業,2389174,2389,
工業部門,水泥及水泥製品業,1431147,1431,
工業部門,其他,958027,958,
工業部門,(陶瓷製品製造業),112725,113,
工業部門,(玻璃及玻璃製品製造業),269223,269,
工業部門,金屬基本工業,4137292,4137,
工業部門,鋼鐵基本工業,3920067,3920,
工業部門,非鐵金屬基本工業,217224,217,
工業部門,(鋁業),117728,118,
工業部門,金屬製品製造業,802516,803,
工業部門,機械設備製造業,206873,207,
工業部門,電腦通信及視聽電子產品製造業,4211381,4211,
工業部門,(電子零組件製造業),2701769,2702,
工業部門,運輸工具製造業,280882,281,
工業部門,精密光學醫療器材及鐘錶製造業,123265,123,
工業部門,其他工業製品製造工業,234019,234,
工業部門,用水供應及污染整治業,466601,467,
工業部門,營造業,119279,119,
工業部門,其他,72822,73,
運輸部門,國內航空,89001,89,
運輸部門,公路,11452740,11453,
運輸部門,鐵路,138582,139,
運輸部門,管線運輸,3438,3,
運輸部門,國內水運,145445,145,
運輸部門,其他,0,0,
農業部門,農牧及林業,256193,256,
農業部門,漁業,423141,423,
服務業部門,批發及零售業,450575,451,
服務業部門,住宿及餐飲業,1045467,1045,
服務業部門,運輸服務業,124155,124,
服務業部門,倉儲業,79802,80,
服務業部門,通信業,131635,132,
服務業部門,金融保險及不動產業,93218,93,
服務業部門,工商服務業,116731,117,
服務業部門,社會服務及個人服務業,745710,746,
服務業部門,公共行政業,841403,841,
服務業部門,其他,1738035,1738,
住宅部門,工業、轉變及能源部門,21726520,21727,
住宅部門,(石化原料用),19127726,19128,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
