Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,4274476,4274,
煤及煤產品,電力系統,6117256,6117,
煤炭的製造與分銷,能源部門自用,540157,540,
煤炭的製造與分銷,電網損耗,17106,17,
煤炭的製造與分銷,工業部門,3490246,3490,
煤炭的製造與分銷,非能源消費,226967,227,
原油及石油產品,原油及石油的製造與分銷,19721925,19722,
原油及石油產品,電力系統,5775440,5775,
原油及石油的製造與分銷,能源部門自用,1252915,1253,
原油及石油的製造與分銷,工業部門,5244647,5245,
原油及石油的製造與分銷,運輸部門,7016157,7016,
原油及石油的製造與分銷,農業部門,863840,864,
原油及石油的製造與分銷,服務業部門,1055122,1055,
原油及石油的製造與分銷,住宅部門,10612,11,
原油及石油的製造與分銷,非能源消費,4278633,4279,
天然氣,天然氣的生產與分銷,1303847,1304,
天然氣,電力系統,641706,642,
天然氣的生產與分銷,能源部門自用,694900,695,
天然氣的生產與分銷,工業部門,281677,282,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,105161,105,
天然氣的生產與分銷,住宅部門,0,0,
生質能及廢棄物,生質能的生產與分銷,1685,2,
生質能及廢棄物,電力系統,59384,59,
生質能的生產與分銷,工業部門,1685,2,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,9196595,9197,
水力,電力系統,473693,474,
地熱,電力系統,1548,2,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,744115,744,
電力系統,電網損耗,516635,517,
電力系統,工業部門,4128285,4128,
電力系統,運輸部門,17111,17,
電力系統,農業部門,151305,151,
電力系統,服務業部門,1425224,1425,
電力系統,住宅部門,38073,38,
電力系統,轉換效率損失,15244874,15245,
工業部門,礦業及土石採取業(不含煤、油及氣),49832,50,
工業部門,食品飲料及菸草業,685100,685,
工業部門,紡織成衣及服飾業,1558534,1559,
工業部門,皮革及毛皮業,38963,39,
工業部門,木竹及家具業,65930,66,
工業部門,紙漿、紙及紙製品業,950894,951,
工業部門,印刷業,24344,24,
工業部門,化學材料製造業,2562350,2562,
工業部門,基本化學材料製造業,1483314,1483,
工業部門,(基本化學工業),1269233,1269,
工業部門,(石油化工原料製造業),190527,191,
工業部門,(肥料製造業),23555,24,
工業部門,人造纖維製造業,559205,559,
工業部門,樹脂塑膠及橡膠製造業,516256,516,
工業部門,其他化學材料製造業,3575,4,
工業部門,化學製品製造業,241847,242,
工業部門,橡膠製品製造業,160620,161,
工業部門,塑膠製品製造業,428521,429,
工業部門,非金屬礦物製品製造業,2962206,2962,
工業部門,水泥及水泥製品業,1855763,1856,
工業部門,其他,1106442,1106,
工業部門,(陶瓷製品製造業),142262,142,
工業部門,(玻璃及玻璃製品製造業),287505,288,
工業部門,金屬基本工業,1848263,1848,
工業部門,鋼鐵基本工業,1764465,1764,
工業部門,非鐵金屬基本工業,83798,84,
工業部門,(鋁業),8817,9,
工業部門,金屬製品製造業,329958,330,
工業部門,機械設備製造業,119099,119,
工業部門,電腦通信及視聽電子產品製造業,417667,418,
工業部門,(電子零組件製造業),0,0,
工業部門,運輸工具製造業,153599,154,
工業部門,精密光學醫療器材及鐘錶製造業,0,0,
工業部門,其他工業製品製造工業,319858,320,
工業部門,用水供應及污染整治業,71655,72,
工業部門,營造業,157297,157,
工業部門,其他,0,0,
運輸部門,國內航空,100279,100,
運輸部門,公路,6655677,6656,
運輸部門,鐵路,61947,62,
運輸部門,管線運輸,0,0,
運輸部門,國內水運,215365,215,
運輸部門,其他,0,0,
農業部門,農牧及林業,27770,28,
農業部門,漁業,987375,987,
服務業部門,批發及零售業,168730,169,
服務業部門,住宿及餐飲業,280232,280,
服務業部門,運輸服務業,32364,32,
服務業部門,倉儲業,29825,30,
服務業部門,通信業,60368,60,
服務業部門,金融保險及不動產業,48685,49,
服務業部門,工商服務業,15385,15,
服務業部門,社會服務及個人服務業,215819,216,
服務業部門,公共行政業,927945,928,
服務業部門,其他,813447,813,
住宅部門,工業、轉變及能源部門,4727709,4728,
住宅部門,(石化原料用),2081650,2082,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
