Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,6728459,6728,
煤及煤產品,電力系統,29414776,29415,
煤炭的製造與分銷,能源部門自用,1149032,1149,
煤炭的製造與分銷,電網損耗,98134,98,
煤炭的製造與分銷,工業部門,5180338,5180,
煤炭的製造與分銷,非能源消費,300955,301,
原油及石油產品,原油及石油的製造與分銷,40999589,41000,
原油及石油產品,電力系統,2079431,2079,
原油及石油的製造與分銷,能源部門自用,2966025,2966,
原油及石油的製造與分銷,工業部門,1744798,1745,
原油及石油的製造與分銷,運輸部門,11855596,11856,
原油及石油的製造與分銷,農業部門,484870,485,
原油及石油的製造與分銷,服務業部門,877486,877,
原油及石油的製造與分銷,住宅部門,943480,943,
原油及石油的製造與分銷,非能源消費,22127334,22127,
天然氣,天然氣的生產與分銷,4234832,4235,
天然氣,電力系統,15966600,15967,
天然氣的生產與分銷,能源部門自用,342311,342,
天然氣的生產與分銷,工業部門,2771079,2771,
天然氣的生產與分銷,農業部門,3920,4,
天然氣的生產與分銷,服務業部門,413780,414,
天然氣的生產與分銷,住宅部門,703741,704,
生質能及廢棄物,生質能的生產與分銷,394855,395,
生質能及廢棄物,電力系統,1130158,1130,
生質能的生產與分銷,工業部門,394855,395,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,7212968,7213,
水力,電力系統,675308,675,
地熱,電力系統,1,0,
太陽光電,電力系統,232515,233,
風力,電力系統,147016,147,
電力系統,能源部門自用,1649173,1649,
電力系統,電網損耗,791238,791,
電力系統,工業部門,12811421,12811,
電力系統,運輸部門,130577,131,
電力系統,農業部門,254659,255,
電力系統,服務業部門,4049876,4050,
電力系統,住宅部門,4029078,4029,
電力系統,轉換效率損失,33142750,33143,
工業部門,砂、石採取及其他礦業(不含煤、油、氣),22142,22,
工業部門,食品飲料及菸草製造業,721813,722,
工業部門,紡織成衣及服飾品製造業,1141630,1142,
工業部門,皮革、毛皮及其製品製造業,26716,27,
工業部門,木竹製品及家具製造業,39100,39,
工業部門,紙漿、紙及紙製品製造業,1014273,1014,
工業部門,印刷及資料儲存媒體複製業,56300,56,
工業部門,化學材料及肥料製造業,7341908,7342,
工業部門,化學原材料製造業,5754983,5755,
工業部門,(基本化學工業),1042254,1042,
工業部門,(石油化工原料製造業),4712729,4713,
工業部門,肥料及氮化合物製造業,17128,17,
工業部門,人造纖維製造業,834860,835,
工業部門,塑膠及合成橡膠原料製造業,601340,601,
工業部門,其他化學材料及肥料製造業,133598,134,
工業部門,化學製品及醫藥用品製造業,270162,270,
工業部門,橡膠製品製造業,180199,180,
工業部門,塑膠製品製造業,751414,751,
工業部門,非金屬礦物製品製造業,1890738,1891,
工業部門,水泥及其製品製造業,1073890,1074,
工業部門,其他,816847,817,
工業部門,(耐火、黏土建材及其他陶瓷製品製造業),174607,175,
工業部門,(玻璃及其製品製造業),485556,486,
工業部門,基本金屬製造業,4239640,4240,
工業部門,鋼鐵製造業,3916683,3917,
工業部門,非鐵金屬製造業,322957,323,
工業部門,(鋁製造業),159652,160,
工業部門,金屬製品製造業,823011,823,
工業部門,機械設備製造及維修業,267182,267,
工業部門,電子產品及電力設備製造業,4747638,4748,
工業部門,(電子零組件製造業),4245527,4246,
工業部門,運輸工具及其零件製造業,308936,309,
工業部門,精密光學醫學設備及鐘錶製造業,58793,59,
工業部門,其他製造業,279437,279,
工業部門,用水供應及污染整治業,453381,453,
住宅部門,營建工程業,95971,96,
工業部門,其他,44742,45,
運輸部門,國內航空,96389,96,
運輸部門,公路,11694677,11695,
運輸部門,鐵路,141201,141,
運輸部門,管線運輸,3230,3,
運輸部門,國內水運,50675,51,
運輸部門,其他,0,0,
農業部門,農牧及林業,241645,242,
農業部門,漁業,501804,502,
服務業部門,批發及零售業,1272252,1272,
服務業部門,運輸及倉儲業,272566,273,
服務業部門,運輸服務業,195786,196,
服務業部門,倉儲業,65055,65,
服務業部門,郵政及遞送服務業,11725,12,
服務業部門,住宿及餐飲業,1108889,1109,
服務業部門,出版影音及資通訊業,294960,295,
服務業部門,(電信業),202376,202,
服務業部門,金融及保險業,164448,164,
服務業部門,不動產業,130743,131,
服務業部門,專業、科學及技術服務業,130616,131,
服務業部門,支援服務業,67885,68,
服務業部門,公共行政及國防,677742,678,
服務業部門,教育業,316683,317,
服務業部門,醫療保健及社會工作服務業,316721,317,
服務業部門,藝術、娛樂及休閒服務業,128736,129,
服務業部門,其他,462745,463,
住宅部門,非能源消費,22428288,22428,
住宅部門,工業、轉變及能源部門,22428288,22428,
住宅部門,住宅部門,5767697,5768,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
