Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,5507883,5508,
煤及煤產品,電力系統,14274417,14274,
煤炭的製造與分銷,能源部門自用,832609,833,
煤炭的製造與分銷,電網損耗,22259,22,
煤炭的製造與分銷,工業部門,4467095,4467,
煤炭的製造與分銷,非能源消費,185920,186,
原油及石油產品,原油及石油的製造與分銷,26847782,26848,
原油及石油產品,電力系統,6278739,6279,
原油及石油的製造與分銷,能源部門自用,1754878,1755,
原油及石油的製造與分銷,工業部門,6226236,6226,
原油及石油的製造與分銷,運輸部門,10722545,10723,
原油及石油的製造與分銷,農業部門,654455,654,
原油及石油的製造與分銷,服務業部門,835051,835,
原油及石油的製造與分銷,住宅部門,1575,2,
原油及石油的製造與分銷,非能源消費,6653043,6653,
天然氣,天然氣的生產與分銷,1694133,1694,
天然氣,電力系統,2888629,2889,
天然氣的生產與分銷,能源部門自用,678128,678,
天然氣的生產與分銷,工業部門,570592,571,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,149738,150,
天然氣的生產與分銷,住宅部門,0,0,
生質能及廢棄物,生質能的生產與分銷,200998,201,
生質能及廢棄物,電力系統,310937,311,
生質能的生產與分銷,工業部門,200998,201,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,9607265,9607,
水力,電力系統,912283,912,
地熱,電力系統,0,0,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,1339698,1340,
電力系統,電網損耗,727660,728,
電力系統,工業部門,6227167,6227,
電力系統,運輸部門,32670,33,
電力系統,農業部門,177508,178,
電力系統,服務業部門,2682575,2683,
電力系統,住宅部門,83669,84,
電力系統,轉換效率損失,23001323,23001,
工業部門,礦業及土石採取業(不含煤、油及氣),61259,61,
工業部門,食品飲料及菸草業,681853,682,
工業部門,紡織成衣及服飾業,2023580,2024,
工業部門,皮革及毛皮業,70479,70,
工業部門,木竹及家具業,58945,59,
工業部門,紙漿、紙及紙製品業,1165467,1165,
工業部門,印刷業,41143,41,
工業部門,化學材料製造業,4123319,4123,
工業部門,基本化學材料製造業,2519410,2519,
工業部門,(基本化學工業),1184306,1184,
工業部門,(石油化工原料製造業),1216557,1217,
工業部門,(肥料製造業),0,0,
工業部門,人造纖維製造業,1015142,1015,
工業部門,樹脂塑膠及橡膠製造業,565639,566,
工業部門,其他化學材料製造業,23128,23,
工業部門,化學製品製造業,343722,344,
工業部門,橡膠製品製造業,112053,112,
工業部門,塑膠製品製造業,570998,571,
工業部門,非金屬礦物製品製造業,2761441,2761,
工業部門,水泥及水泥製品業,1917779,1918,
工業部門,其他,843662,844,
工業部門,(陶瓷製品製造業),168666,169,
工業部門,(玻璃及玻璃製品製造業),106179,106,
工業部門,金屬基本工業,3256174,3256,
工業部門,鋼鐵基本工業,3076018,3076,
工業部門,非鐵金屬基本工業,180156,180,
工業部門,(鋁業),38660,39,
工業部門,金屬製品製造業,447693,448,
工業部門,機械設備製造業,118204,118,
工業部門,電腦通信及視聽電子產品製造業,991057,991,
工業部門,(電子零組件製造業),479215,479,
工業部門,運輸工具製造業,183958,184,
工業部門,精密光學醫療器材及鐘錶製造業,20623,21,
工業部門,其他工業製品製造工業,253492,253,
工業部門,用水供應及污染整治業,190831,191,
工業部門,營造業,215797,216,
工業部門,其他,0,0,
運輸部門,國內航空,342418,342,
運輸部門,公路,9985338,9985,
運輸部門,鐵路,73234,73,
運輸部門,管線運輸,0,0,
運輸部門,國內水運,354225,354,
運輸部門,其他,0,0,
農業部門,農牧及林業,94406,94,
農業部門,漁業,737556,738,
服務業部門,批發及零售業,347472,347,
服務業部門,住宿及餐飲業,476795,477,
服務業部門,運輸服務業,44310,44,
服務業部門,倉儲業,50038,50,
服務業部門,通信業,83939,84,
服務業部門,金融保險及不動產業,85244,85,
服務業部門,工商服務業,28421,28,
服務業部門,社會服務及個人服務業,437019,437,
服務業部門,公共行政業,848970,849,
服務業部門,其他,1267048,1267,
住宅部門,工業、轉變及能源部門,7134637,7135,
住宅部門,(石化原料用),4022311,4022,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
