Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,3950576,3951,
煤及煤產品,電力系統,5128884,5129,
煤炭的製造與分銷,能源部門自用,540229,540,
煤炭的製造與分銷,電網損耗,29827,30,
煤炭的製造與分銷,工業部門,3380519,3381,
煤炭的製造與分銷,非能源消費,0,0,
原油及石油產品,原油及石油的製造與分銷,17669212,17669,
原油及石油產品,電力系統,3569627,3570,
原油及石油的製造與分銷,能源部門自用,1866878,1867,
原油及石油的製造與分銷,工業部門,4700205,4700,
原油及石油的製造與分銷,運輸部門,5431006,5431,
原油及石油的製造與分銷,農業部門,868173,868,
原油及石油的製造與分銷,服務業部門,1002804,1003,
原油及石油的製造與分銷,住宅部門,8111,8,
原油及石油的製造與分銷,非能源消費,3792035,3792,
天然氣,天然氣的生產與分銷,496300,496,
天然氣,電力系統,0,0,
天然氣的生產與分銷,能源部門自用,49636,50,
天然氣的生產與分銷,工業部門,123775,124,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,85112,85,
天然氣的生產與分銷,住宅部門,0,0,
生質能及廢棄物,生質能的生產與分銷,0,0,
生質能及廢棄物,電力系統,0,0,
生質能的生產與分銷,工業部門,0,0,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,7987717,7988,
水力,電力系統,529194,529,
地熱,電力系統,2670,3,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,624672,625,
電力系統,電網損耗,333947,334,
電力系統,工業部門,3321130,3321,
電力系統,運輸部門,19642,20,
電力系統,農業部門,155517,156,
電力系統,服務業部門,915430,915,
電力系統,住宅部門,24676,25,
電力系統,轉換效率損失,11823078,11823,
    工業部門,        礦業及土石採取業(不含煤、油及氣),59244,59,
工業部門,        食品飲料及菸草業,630470,630,
工業部門,        紡織成衣及服飾業,1443931,1444,
工業部門,        皮革及毛皮業,35324,35,
工業部門,        木竹及家具業,74428,74,
工業部門,        紙漿、紙及紙製品業      ,805681,806,
工業部門,        印刷業,18149,18,
工業部門,        化學材料製造業  ,2265301,2265,
工業部門,            基本化學材料製造業 ,1217775,1218,
工業部門,                (基本化學工業),1138257,1138,
工業部門,                (石油化工原料製造業),56801,57,
工業部門,                (肥料製造業),22717,23,
工業部門,            人造纖維製造業,579297,579,
工業部門,            樹脂塑膠及橡膠製造業,457047,457,
工業部門,            其他化學材料製造業,11182,11,
工業部門,        化學製品製造業,197489,197,
工業部門,        橡膠製品製造業,149525,150,
工業部門,        塑膠製品製造業,369756,370,
工業部門,        非金屬礦物製品製造業,2658688,2659,
工業部門,            水泥及水泥製品業,1591969,1592,
工業部門,            其他,1066719,1067,
工業部門,                (陶瓷製品製造業),185013,185,
工業部門,                (玻璃及玻璃製品製造業) ,277487,277,
工業部門,        金屬基本工業,1640727,1641,
工業部門,            鋼鐵基本工業,1556643,1557,
工業部門,            非鐵金屬基本工業,84083,84,
工業部門,                (鋁業),5855,6,
工業部門,        金屬製品製造業,281665,282,
工業部門,        機械設備製造業,115053,115,
工業部門,        電腦通信及視聽電子產品製造業,350007,350,
工業部門,            (電子零組件製造業),0,0,
工業部門,        運輸工具製造業,127466,127,
工業部門,        精密光學醫療器材及鐘錶製造業,0,0,
工業部門,        其他工業製品製造工業,109946,110,
工業部門,        用水供應及污染整治業,58771,59,
工業部門,        營造業,134010,134,
工業部門,        其他,0,0,
運輸部門,        國內航空,72012,72,
運輸部門,        公路,5112485,5112,
運輸部門,        鐵路,64206,64,
運輸部門,        管線運輸,0,0,
運輸部門,        國內水運 ,201944,202,
運輸部門,        其他,0,0,
農業部門,        農牧及林業,21256,21,
農業部門,        漁業,1002439,1002,
服務業部門,        批發及零售業,109239,109,
服務業部門,        住宿及餐飲業,205495,205,
服務業部門,        運輸服務業,19650,20,
服務業部門,        倉儲業,24928,25,
服務業部門,        通信業,41762,42,
服務業部門,        金融保險及不動產業,32787,33,
服務業部門,        工商服務業,9986,10,
服務業部門,        社會服務及個人服務業,139503,140,
服務業部門,        公共行政業,913608,914,
服務業部門,        其他 ,525668,526,
住宅部門,   工業、轉變及能源部門,4029812,4030,
住宅部門,   (石化原料用),2239820,2240,
住宅部門,   運輸部門,0,0,
住宅部門,   其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
