Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,7804248,7804,
煤及煤產品,電力系統,27752309,27752,
煤炭的製造與分銷,能源部門自用,934453,934,
煤炭的製造與分銷,電網損耗,37344,37,
煤炭的製造與分銷,工業部門,6569997,6570,
煤炭的製造與分銷,非能源消費,262455,262,
原油及石油產品,原油及石油的製造與分銷,37761050,37761,
原油及石油產品,電力系統,1914492,1914,
原油及石油的製造與分銷,能源部門自用,2190642,2191,
原油及石油的製造與分銷,工業部門,3137665,3138,
原油及石油的製造與分銷,運輸部門,11610882,11611,
原油及石油的製造與分銷,農業部門,410822,411,
原油及石油的製造與分銷,服務業部門,925501,926,
原油及石油的製造與分銷,住宅部門,5112,5,
原油及石油的製造與分銷,非能源消費,19480426,19480,
天然氣,天然氣的生產與分銷,2626595,2627,
天然氣,電力系統,11669808,11670,
天然氣的生產與分銷,能源部門自用,672856,673,
天然氣的生產與分銷,工業部門,1620844,1621,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,332546,333,
天然氣的生產與分銷,住宅部門,349,0,
生質能及廢棄物,生質能的生產與分銷,419369,419,
生質能及廢棄物,電力系統,1093988,1094,
生質能的生產與分銷,工業部門,419324,419,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,10533903,10534,
水力,電力系統,740155,740,
地熱,電力系統,0,0,
太陽光電,電力系統,13749,14,
風力,電力系統,121558,122,
電力系統,能源部門自用,1603198,1603,
電力系統,電網損耗,804989,805,
電力系統,工業部門,11138809,11139,
電力系統,運輸部門,109622,110,
電力系統,農業部門,232877,233,
電力系統,服務業部門,3933172,3933,
電力系統,住宅部門,92975,93,
電力系統,轉換效率損失,35924320,35924,
工業部門,礦業及土石採取業(不含煤、油及氣),76305,76,
工業部門,食品飲料及菸草業,685730,686,
工業部門,紡織成衣及服飾業,1342217,1342,
工業部門,皮革及毛皮業,38227,38,
工業部門,木竹及家具業,42621,43,
工業部門,紙漿、紙及紙製品業,1120198,1120,
工業部門,印刷業,55253,55,
工業部門,化學材料製造業,6905518,6906,
工業部門,基本化學材料製造業,5301572,5302,
工業部門,(基本化學工業),899345,899,
工業部門,(石油化工原料製造業),4257642,4258,
工業部門,(肥料製造業),621,1,
工業部門,人造纖維製造業,1010227,1010,
工業部門,樹脂塑膠及橡膠製造業,421687,422,
工業部門,其他化學材料製造業,172033,172,
工業部門,化學製品製造業,437389,437,
工業部門,橡膠製品製造業,188680,189,
工業部門,塑膠製品製造業,523538,524,
工業部門,非金屬礦物製品製造業,2648049,2648,
工業部門,水泥及水泥製品業,1539861,1540,
工業部門,其他,1108189,1108,
工業部門,(陶瓷製品製造業),103747,104,
工業部門,(玻璃及玻璃製品製造業),263583,264,
工業部門,金屬基本工業,4047210,4047,
工業部門,鋼鐵基本工業,3854403,3854,
工業部門,非鐵金屬基本工業,192807,193,
工業部門,(鋁業),83283,83,
工業部門,金屬製品製造業,755072,755,
工業部門,機械設備製造業,190456,190,
工業部門,電腦通信及視聽電子產品製造業,3868803,3869,
工業部門,(電子零組件製造業),2451878,2452,
工業部門,運輸工具製造業,262147,262,
工業部門,精密光學醫療器材及鐘錶製造業,119248,119,
工業部門,其他工業製品製造工業,225288,225,
工業部門,用水供應及污染整治業,467444,467,
工業部門,營造業,136812,137,
工業部門,其他,105382,105,
運輸部門,國內航空,86489,86,
運輸部門,公路,11343675,11344,
運輸部門,鐵路,132662,133,
運輸部門,管線運輸,3498,3,
運輸部門,國內水運,154180,154,
運輸部門,其他,0,0,
農業部門,農牧及林業,229074,229,
農業部門,漁業,414625,415,
服務業部門,批發及零售業,462016,462,
服務業部門,住宿及餐飲業,966267,966,
服務業部門,運輸服務業,121100,121,
服務業部門,倉儲業,75820,76,
服務業部門,通信業,132119,132,
服務業部門,金融保險及不動產業,98435,98,
服務業部門,工商服務業,102727,103,
服務業部門,社會服務及個人服務業,737665,738,
服務業部門,公共行政業,802963,803,
服務業部門,其他,1695188,1695,
住宅部門,工業、轉變及能源部門,19742881,19743,
住宅部門,(石化原料用),17079031,17079,
住宅部門,運輸,0,0,
住宅部門,其他,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
