Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,3958832,3959,
煤及煤產品,電力系統,5697748,5698,
煤炭的製造與分銷,能源部門自用,555661,556,
煤炭的製造與分銷,電網損耗,28916,29,
煤炭的製造與分銷,工業部門,3235410,3235,
煤炭的製造與分銷,運輸部門,0,0,
煤炭的製造與分銷,農業部門,247,0,
煤炭的製造與分銷,服務業部門,10138,10,
煤炭的製造與分銷,住宅部門,12,0,
煤炭的製造與分銷,非能源消費,128448,128,
原油及石油產品,原油及石油的製造與分銷,19585009,19585,
原油及石油產品,電力系統,4900946,4901,
原油及石油的製造與分銷,能源部門自用,1841897,1842,
原油及石油產品,電網損耗,0,0,
原油及石油的製造與分銷,工業部門,4730096,4730,
原油及石油的製造與分銷,運輸部門,6085132,6085,
原油及石油的製造與分銷,農業部門,852921,853,
原油及石油的製造與分銷,服務業部門,1042228,1042,
原油及石油的製造與分銷,住宅部門,1190301,1190,
原油及石油的製造與分銷,非能源消費,3842433,3842,
天然氣,天然氣的生產與分銷,924389,924,
天然氣,電力系統,2398,2,
天然氣的生產與分銷,能源部門自用,51436,51,
天然氣的生產與分銷,電網損耗,0,0,
天然氣的生產與分銷,工業部門,159801,160,
天然氣的生產與分銷,運輸部門,0,0,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,90310,90,
天然氣的生產與分銷,住宅部門,443025,443,
天然氣的生產與分銷,非能源消費,179818,180,
生質能及廢棄物,生質能的生產與分銷,0,0,
生質能及廢棄物,電力系統,41179,41,
生質能的生產與分銷,工業部門,0,0,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,7368762,7369,
水力,電力系統,574680,575,
地熱,電力系統,2785,3,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,689358,689,
電力系統,電網損耗,414067,414,
電力系統,工業部門,3620538,3621,
電力系統,運輸部門,19836,20,
電力系統,農業部門,150144,150,
電力系統,服務業部門,1060040,1060,
電力系統,住宅部門,1274903,1275,
電力系統,轉換效率損失,11359612,11360,
工業部門,礦業及土石採取業(不含煤、油及氣),59167,59,
工業部門,食品飲料及菸草業,662299,662,
工業部門,紡織成衣及服飾業,1452301,1452,
工業部門,皮革及毛皮業,35500,36,
工業部門,木竹及家具業,70168,70,
工業部門,紙漿、紙及紙製品業,843093,843,
工業部門,印刷業,18774,19,
工業部門,化學材料製造業,2162466,2162,
工業部門,基本化學材料製造業,1261352,1261,
工業部門,(基本化學工業),1153858,1154,
工業部門,(石油化工原料製造業),84968,85,
工業部門,(肥料製造業),22526,23,
工業部門,人造纖維製造業,517752,518,
工業部門,樹脂塑膠及橡膠製造業,373749,374,
工業部門,其他化學材料製造業,9613,10,
工業部門,化學製品製造業,214729,215,
工業部門,橡膠製品製造業,147311,147,
工業部門,塑膠製品製造業,371783,372,
工業部門,非金屬礦物製品製造業,2806184,2806,
工業部門,水泥及水泥製品業,1733404,1733,
工業部門,其他,1072780,1073,
工業部門,(陶瓷製品製造業),137635,138,
工業部門,(玻璃及玻璃製品製造業),266519,267,
工業部門,金屬基本工業,1654730,1655,
工業部門,鋼鐵基本工業,1574894,1575,
工業部門,非鐵金屬基本工業,79836,80,
工業部門,(鋁業),6430,6,
工業部門,金屬製品製造業,284746,285,
工業部門,機械設備製造業,117134,117,
工業部門,電腦通信及視聽電子產品製造業,373889,374,
工業部門,(電子零組件製造業),0,0,
工業部門,運輸工具製造業,133738,134,
工業部門,精密光學醫療器材及鐘錶製造業,0,0,
工業部門,其他工業製品製造工業,122108,122,
工業部門,用水供應及污染整治業,63125,63,
工業部門,營造業,152601,153,
工業部門,其他,0,0,
運輸部門,國內航空,81927,82,
運輸部門,公路,5741143,5741,
運輸部門,鐵路,63064,63,
運輸部門,管線運輸,0,0,
運輸部門,國內水運,218834,219,
運輸部門,其他,0,0,
農業部門,農牧及林業,24068,24,
農業部門,漁業,979245,979,
服務業部門,批發及零售業,128051,128,
服務業部門,住宿及餐飲業,234061,234,
服務業部門,運輸服務業,22353,22,
服務業部門,倉儲業,25862,26,
服務業部門,通信業,49117,49,
服務業部門,金融保險及不動產業,38320,38,
服務業部門,工商服務業,11693,12,
服務業部門,社會服務及個人服務業,163788,164,
服務業部門,公共行政業,925196,925,
服務業部門,其他,604677,605,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
