Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,6436516,6437,
煤及煤產品,電力系統,19784255,19784,
煤炭的製造與分銷,能源部門自用,832390,832,
煤炭的製造與分銷,電網損耗,5472,5,
煤炭的製造與分銷,工業部門,5364228,5364,
煤炭的製造與分銷,運輸部門,0,0,
煤炭的製造與分銷,農業部門,0,0,
煤炭的製造與分銷,服務業部門,0,0,
煤炭的製造與分銷,住宅部門,0,0,
煤炭的製造與分銷,非能源消費,234425,234,
原油及石油產品,原油及石油的製造與分銷,35030514,35031,
原油及石油產品,電力系統,5481636,5482,
原油及石油的製造與分銷,能源部門自用,2177773,2178,
原油及石油產品,電網損耗,0,0,
原油及石油的製造與分銷,工業部門,6047280,6047,
原油及石油的製造與分銷,運輸部門,11204520,11205,
原油及石油的製造與分銷,農業部門,789991,790,
原油及石油的製造與分銷,服務業部門,1013613,1014,
原油及石油的製造與分銷,住宅部門,1402588,1403,
原油及石油的製造與分銷,非能源消費,12394748,12395,
天然氣,天然氣的生產與分銷,2073152,2073,
天然氣,電力系統,4079561,4080,
天然氣的生產與分銷,能源部門自用,488543,489,
天然氣的生產與分銷,電網損耗,0,0,
天然氣的生產與分銷,工業部門,735638,736,
天然氣的生產與分銷,運輸部門,0,0,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,184708,185,
天然氣的生產與分銷,住宅部門,628172,628,
天然氣的生產與分銷,非能源消費,36091,36,
生質能及廢棄物,生質能的生產與分銷,318670,319,
生質能及廢棄物,電力系統,766577,767,
生質能的生產與分銷,工業部門,318670,319,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,9247762,9248,
水力,電力系統,788569,789,
地熱,電力系統,0,0,
太陽光電,電力系統,23,0,
風力,電力系統,1052,1,
電力系統,能源部門自用,1553956,1554,
電力系統,電網損耗,697096,697,
電力系統,工業部門,7574231,7574,
電力系統,運輸部門,38534,39,
電力系統,農業部門,191694,192,
電力系統,服務業部門,3097634,3098,
電力系統,住宅部門,3066436,3066,
電力系統,轉換效率損失,23929853,23930,
    工業部門,        礦業及土石採取業(不含煤、油及氣),65184,65,
工業部門,        食品飲料及菸草業,714277,714,
工業部門,        紡織成衣及服飾業,1991888,1992,
工業部門,        皮革及毛皮業,62688,63,
工業部門,        木竹及家具業,46926,47,
工業部門,        紙漿、紙及紙製品業      ,1091045,1091,
工業部門,        印刷業,41078,41,
工業部門,        化學材料製造業  ,5444617,5445,
工業部門,            基本化學材料製造業 ,3627309,3627,
工業部門,                (基本化學工業),976989,977,
工業部門,                (石油化工原料製造業),2526850,2527,
工業部門,                (肥料製造業),0,0,
工業部門,            人造纖維製造業,1092978,1093,
工業部門,            樹脂塑膠及橡膠製造業,579172,579,
工業部門,            其他化學材料製造業,145157,145,
工業部門,        化學製品製造業,569744,570,
工業部門,        橡膠製品製造業,113377,113,
工業部門,        塑膠製品製造業,502151,502,
工業部門,        非金屬礦物製品製造業,2357409,2357,
工業部門,            水泥及水泥製品業,1688139,1688,
工業部門,            其他,669270,669,
工業部門,                (陶瓷製品製造業),107135,107,
工業部門,                (玻璃及玻璃製品製造業) ,112259,112,
工業部門,        金屬基本工業,3354366,3354,
工業部門,            鋼鐵基本工業,3159992,3160,
工業部門,            非鐵金屬基本工業,194374,194,
工業部門,                (鋁業),69311,69,
工業部門,        金屬製品製造業,496627,497,
工業部門,        機械設備製造業,397421,397,
工業部門,        電腦通信及視聽電子產品製造業,1762533,1763,
工業部門,            (電子零組件製造業),824494,824,
工業部門,        運輸工具製造業,219731,220,
工業部門,        精密光學醫療器材及鐘錶製造業,25786,26,
工業部門,        其他工業製品製造工業,245638,246,
工業部門,        用水供應及污染整治業,364215,364,
工業部門,        營造業,195559,196,
工業部門,        其他,0,0,
運輸部門,        國內航空,276531,277,
運輸部門,        公路,10454583,10455,
運輸部門,        鐵路,76462,76,
運輸部門,        管線運輸,0,0,
運輸部門,        國內水運 ,435479,435,
運輸部門,        其他,0,0,
農業部門,        農牧及林業,105458,105,
農業部門,        漁業,876227,876,
服務業部門,        批發及零售業,430929,431,
服務業部門,        住宿及餐飲業,704531,705,
服務業部門,        運輸服務業,73887,74,
服務業部門,        倉儲業,57399,57,
服務業部門,        通信業,111834,112,
服務業部門,        金融保險及不動產業,94165,94,
服務業部門,        工商服務業,48705,49,
服務業部門,        社會服務及個人服務業,530606,531,
服務業部門,        公共行政業,829315,829,
服務業部門,        其他 ,1416773,1417,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
