Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,2954518,2955,
煤及煤產品,電力系統,4532959,4533,
煤炭的製造與分銷,能源部門自用,390225,390,
煤炭的製造與分銷,電網損耗,48939,49,
煤炭的製造與分銷,工業部門,2465697,2466,
煤炭的製造與分銷,運輸部門,154,0,
煤炭的製造與分銷,農業部門,0,0,
煤炭的製造與分銷,服務業部門,44607,45,
煤炭的製造與分銷,住宅部門,4896,5,
煤炭的製造與分銷,非能源消費,0,0,
原油及石油產品,原油及石油的製造與分銷,16742247,16742,
原油及石油產品,電力系統,1672079,1672,
原油及石油的製造與分銷,能源部門自用,2095667,2096,
原油及石油產品,電網損耗,0,0,
原油及石油的製造與分銷,工業部門,4236979,4237,
原油及石油的製造與分銷,運輸部門,4233454,4233,
原油及石油的製造與分銷,農業部門,803729,804,
原油及石油的製造與分銷,服務業部門,990326,990,
原油及石油的製造與分銷,住宅部門,999931,1000,
原油及石油的製造與分銷,非能源消費,3382161,3382,
天然氣,天然氣的生產與分銷,822858,823,
天然氣,電力系統,0,0,
天然氣的生產與分銷,能源部門自用,41871,42,
天然氣的生產與分銷,電網損耗,0,0,
天然氣的生產與分銷,工業部門,115404,115,
天然氣的生產與分銷,運輸部門,0,0,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,77536,78,
天然氣的生產與分銷,住宅部門,370366,370,
天然氣的生產與分銷,非能源消費,217682,218,
生質能及廢棄物,生質能的生產與分銷,0,0,
生質能及廢棄物,電力系統,0,0,
生質能的生產與分銷,工業部門,0,0,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,7020772,7021,
水力,電力系統,638014,638,
地熱,電力系統,3898,4,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,544654,545,
電力系統,電網損耗,252837,253,
電力系統,工業部門,2824662,2825,
電力系統,運輸部門,20248,20,
電力系統,農業部門,116360,116,
電力系統,服務業部門,674829,675,
電力系統,住宅部門,926985,927,
電力系統,轉換效率損失,8507145,8507,
工業部門,礦業及土石採取業(不含煤、油及氣),77930,78,
工業部門,食品飲料及菸草業,587460,587,
工業部門,紡織成衣及服飾業,1298438,1298,
工業部門,皮革及毛皮業,36627,37,
工業部門,木竹及家具業,66234,66,
工業部門,紙漿、紙及紙製品業,674262,674,
工業部門,印刷業,15222,15,
工業部門,化學材料製造業,1473893,1474,
工業部門,基本化學材料製造業,716046,716,
工業部門,(基本化學工業),642170,642,
工業部門,(石油化工原料製造業),51034,51,
工業部門,(肥料製造業),22841,23,
工業部門,人造纖維製造業,376315,376,
工業部門,樹脂塑膠及橡膠製造業,364324,364,
工業部門,其他化學材料製造業,17209,17,
工業部門,化學製品製造業,161720,162,
工業部門,橡膠製品製造業,141090,141,
工業部門,塑膠製品製造業,666201,666,
工業部門,非金屬礦物製品製造業,2288346,2288,
工業部門,水泥及水泥製品業,1395965,1396,
工業部門,其他,892381,892,
工業部門,(陶瓷製品製造業),122288,122,
工業部門,(玻璃及玻璃製品製造業),219144,219,
工業部門,金屬基本工業,1203438,1203,
工業部門,鋼鐵基本工業,1122360,1122,
工業部門,非鐵金屬基本工業,81078,81,
工業部門,(鋁業),6514,7,
工業部門,金屬製品製造業,259013,259,
工業部門,機械設備製造業,96956,97,
工業部門,電腦通信及視聽電子產品製造業,255448,255,
工業部門,(電子零組件製造業),0,0,
工業部門,運輸工具製造業,91733,92,
工業部門,精密光學醫療器材及鐘錶製造業,0,0,
工業部門,其他工業製品製造工業,98089,98,
工業部門,用水供應及污染整治業,54099,54,
工業部門,營造業,96542,97,
工業部門,其他,0,0,
運輸部門,國內航空,49959,50,
運輸部門,公路,3957227,3957,
運輸部門,鐵路,58444,58,
運輸部門,管線運輸,0,0,
運輸部門,國內水運,188226,188,
運輸部門,其他,0,0,
農業部門,農牧及林業,22117,22,
農業部門,漁業,897973,898,
服務業部門,批發及零售業,75224,75,
服務業部門,住宿及餐飲業,192722,193,
服務業部門,運輸服務業,19497,19,
服務業部門,倉儲業,37439,37,
服務業部門,通信業,37480,37,
服務業部門,金融保險及不動產業,26710,27,
服務業部門,工商服務業,6875,7,
服務業部門,社會服務及個人服務業,95883,96,
服務業部門,公共行政業,876283,876,
服務業部門,其他,419184,419,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
