Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,7945064,7945,
煤及煤產品,電力系統,28044285,28044,
煤炭的製造與分銷,能源部門自用,985796,986,
煤炭的製造與分銷,電網損耗,43869,44,
煤炭的製造與分銷,工業部門,6671096,6671,
煤炭的製造與分銷,運輸部門,0,0,
煤炭的製造與分銷,農業部門,0,0,
煤炭的製造與分銷,服務業部門,0,0,
煤炭的製造與分銷,住宅部門,0,0,
煤炭的製造與分銷,非能源消費,244303,244,
原油及石油產品,原油及石油的製造與分銷,38901018,38901,
原油及石油產品,電力系統,2279910,2280,
原油及石油的製造與分銷,能源部門自用,2020554,2021,
原油及石油產品,電網損耗,0,0,
原油及石油的製造與分銷,工業部門,3711557,3712,
原油及石油的製造與分銷,運輸部門,11860171,11860,
原油及石油的製造與分銷,農業部門,364785,365,
原油及石油的製造與分銷,服務業部門,974305,974,
原油及石油的製造與分銷,住宅部門,1168663,1169,
原油及石油的製造與分銷,非能源消費,18800982,18801,
天然氣,天然氣的生產與分銷,3046740,3047,
天然氣,電力系統,11349210,11349,
天然氣的生產與分銷,能源部門自用,655546,656,
天然氣的生產與分銷,電網損耗,0,0,
天然氣的生產與分銷,工業部門,1290660,1291,
天然氣的生產與分銷,運輸部門,0,0,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,377200,377,
天然氣的生產與分銷,住宅部門,723333,723,
天然氣的生產與分銷,非能源消費,0,0,
生質能及廢棄物,能源部門自用,92,0,
生質能及廢棄物,生質能的生產與分銷,439662,440,
生質能及廢棄物,電力系統,1071664,1072,
生質能的生產與分銷,工業部門,439570,440,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,10975558,10976,
水力,電力系統,593558,594,
地熱,電力系統,0,0,
太陽光電,電力系統,5300,5,
風力,電力系統,128370,128,
電力系統,能源部門自用,1637670,1638,
電力系統,電網損耗,872783,873,
電力系統,工業部門,11083950,11084,
電力系統,運輸部門,107184,107,
電力系統,農業部門,234441,234,
電力系統,服務業部門,3936190,3936,
電力系統,住宅部門,3819983,3820,
電力系統,轉換效率損失,32755653,32756,
工業部門,礦業及土石採取業(不含煤、油及氣),91907,92,
工業部門,食品飲料及菸草業,683424,683,
工業部門,紡織成衣及服飾業,1329875,1330,
工業部門,皮革及毛皮業,40462,40,
工業部門,木竹及家具業,46100,46,
工業部門,紙漿、紙及紙製品業,1117041,1117,
工業部門,印刷業,54007,54,
工業部門,化學材料製造業,7169614,7170,
工業部門,基本化學材料製造業,5376866,5377,
工業部門,(基本化學工業),968690,969,
工業部門,(石油化工原料製造業),4261744,4262,
工業部門,(肥料製造業),3301,3,
工業部門,人造纖維製造業,1118105,1118,
工業部門,樹脂塑膠及橡膠製造業,430727,431,
工業部門,其他化學材料製造業,243915,244,
工業部門,化學製品製造業,462867,463,
工業部門,橡膠製品製造業,182351,182,
工業部門,塑膠製品製造業,522175,522,
工業部門,非金屬礦物製品製造業,2750242,2750,
工業部門,水泥及水泥製品業,1640920,1641,
工業部門,其他,1109322,1109,
工業部門,(陶瓷製品製造業),99570,100,
工業部門,(玻璃及玻璃製品製造業),256485,256,
工業部門,金屬基本工業,4130478,4130,
工業部門,鋼鐵基本工業,3931112,3931,
工業部門,非鐵金屬基本工業,199366,199,
工業部門,(鋁業),84790,85,
工業部門,金屬製品製造業,731371,731,
工業部門,機械設備製造業,194635,195,
工業部門,電腦通信及視聽電子產品製造業,3742983,3743,
工業部門,(電子零組件製造業),2351363,2351,
工業部門,運輸工具製造業,260808,261,
工業部門,精密光學醫療器材及鐘錶製造業,101307,101,
工業部門,其他工業製品製造工業,228803,229,
工業部門,用水供應及污染整治業,471293,471,
工業部門,營造業,134558,135,
工業部門,其他,64511,65,
運輸部門,國內航空,86010,86,
運輸部門,公路,11494471,11494,
運輸部門,鐵路,130594,131,
運輸部門,管線運輸,3484,3,
運輸部門,國內水運,252796,253,
運輸部門,其他,0,0,
農業部門,農牧及林業,219308,219,
農業部門,漁業,379918,380,
服務業部門,批發及零售業,469686,470,
服務業部門,住宿及餐飲業,1040212,1040,
服務業部門,運輸服務業,118215,118,
服務業部門,倉儲業,73509,74,
服務業部門,通信業,130846,131,
服務業部門,金融保險及不動產業,101068,101,
服務業部門,工商服務業,101898,102,
服務業部門,社會服務及個人服務業,744177,744,
服務業部門,公共行政業,811980,812,
服務業部門,其他,1699161,1699,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
