Source,Target,Value(KLOE),Value(kKLOE),
煤及煤產品,煤炭的製造與分銷,4839350,4839,
煤及煤產品,電力系統,11473453,11473,
煤炭的製造與分銷,能源部門自用,568098,568,
煤炭的製造與分銷,電網損耗,5753,6,
煤炭的製造與分銷,工業部門,4093294,4093,
煤炭的製造與分銷,運輸部門,0,0,
煤炭的製造與分銷,農業部門,0,0,
煤炭的製造與分銷,服務業部門,35,0,
煤炭的製造與分銷,住宅部門,0,0,
煤炭的製造與分銷,非能源消費,172170,172,
原油及石油產品,原油及石油的製造與分銷,27219354,27219,
原油及石油產品,電力系統,5915940,5916,
原油及石油的製造與分銷,能源部門自用,1737096,1737,
原油及石油產品,電網損耗,0,0,
原油及石油的製造與分銷,工業部門,6082202,6082,
原油及石油的製造與分銷,運輸部門,10032260,10032,
原油及石油的製造與分銷,農業部門,899975,900,
原油及石油的製造與分銷,服務業部門,911140,911,
原油及石油的製造與分銷,住宅部門,1278716,1279,
原油及石油的製造與分銷,非能源消費,6277964,6278,
天然氣,天然氣的生產與分銷,2289320,2289,
天然氣,電力系統,1340123,1340,
天然氣的生產與分銷,能源部門自用,706612,707,
天然氣的生產與分銷,電網損耗,0,0,
天然氣的生產與分銷,工業部門,549969,550,
天然氣的生產與分銷,運輸部門,0,0,
天然氣的生產與分銷,農業部門,0,0,
天然氣的生產與分銷,服務業部門,140540,141,
天然氣的生產與分銷,住宅部門,585544,586,
天然氣的生產與分銷,非能源消費,306657,307,
生質能及廢棄物,生質能的生產與分銷,35583,36,
生質能及廢棄物,電力系統,199687,200,
生質能的生產與分銷,工業部門,35583,36,
生質能的生產與分銷,運輸部門,0,0,
核能,電力系統,9847472,9847,
水力,電力系統,777776,778,
地熱,電力系統,0,0,
太陽光電,電力系統,0,0,
風力,電力系統,0,0,
電力系統,能源部門自用,1226305,1226,
電力系統,電網損耗,644235,644,
電力系統,工業部門,5424954,5425,
電力系統,運輸部門,21826,22,
電力系統,農業部門,191201,191,
電力系統,服務業部門,2314234,2314,
電力系統,住宅部門,2371862,2372,
電力系統,轉換效率損失,17359834,17360,
    工業部門,        礦業及土石採取業(不含煤、油及氣),44943,45,
工業部門,        食品飲料及菸草業,697538,698,
工業部門,        紡織成衣及服飾業,1906756,1907,
工業部門,        皮革及毛皮業,57649,58,
工業部門,        木竹及家具業,59655,60,
工業部門,        紙漿、紙及紙製品業      ,1044195,1044,
工業部門,        印刷業,36740,37,
工業部門,        化學材料製造業  ,3681530,3682,
工業部門,            基本化學材料製造業 ,2075515,2076,
工業部門,                (基本化學工業),1457914,1458,
工業部門,                (石油化工原料製造業),594740,595,
工業部門,                (肥料製造業),22861,23,
工業部門,            人造纖維製造業,877018,877,
工業部門,            樹脂塑膠及橡膠製造業,728225,728,
工業部門,            其他化學材料製造業,773,1,
工業部門,        化學製品製造業,345739,346,
工業部門,        橡膠製品製造業,141810,142,
工業部門,        塑膠製品製造業,480176,480,
工業部門,        非金屬礦物製品製造業,3044351,3044,
工業部門,            水泥及水泥製品業,2094897,2095,
工業部門,            其他,949455,949,
工業部門,                (陶瓷製品製造業),179141,179,
工業部門,                (玻璃及玻璃製品製造業) ,48179,48,
工業部門,        金屬基本工業,2503419,2503,
工業部門,            鋼鐵基本工業,2362810,2363,
工業部門,            非鐵金屬基本工業,140609,141,
工業部門,                (鋁業),12567,13,
工業部門,        金屬製品製造業,474439,474,
工業部門,        機械設備製造業,153066,153,
工業部門,        電腦通信及視聽電子產品製造業,684994,685,
工業部門,            (電子零組件製造業),0,0,
工業部門,        運輸工具製造業,173863,174,
工業部門,        精密光學醫療器材及鐘錶製造業,0,0,
工業部門,        其他工業製品製造工業,315062,315,
工業部門,        用水供應及污染整治業,128367,128,
工業部門,        營造業,211711,212,
工業部門,        其他,0,0,
運輸部門,        國內航空,358383,358,
運輸部門,        公路,9323827,9324,
運輸部門,        鐵路,64400,64,
運輸部門,        管線運輸,0,0,
運輸部門,        國內水運 ,307475,307,
運輸部門,        其他,0,0,
農業部門,        農牧及林業,39997,40,
農業部門,        漁業,1051179,1051,
服務業部門,        批發及零售業,271023,271,
服務業部門,        住宿及餐飲業,407353,407,
服務業部門,        運輸服務業,49704,50,
服務業部門,        倉儲業,35227,35,
服務業部門,        通信業,63984,64,
服務業部門,        金融保險及不動產業,62627,63,
服務業部門,        工商服務業,24692,25,
服務業部門,        社會服務及個人服務業,346582,347,
服務業部門,        公共行政業,903313,903,
服務業部門,        其他 ,1203074,1203,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
